"V1" "V2" "V3"
1 1.42140951450866 5.88767843833664
1 2.15638722533489 4.32100955438746
1 0.522369637713354 5.04110393156063
1 -0.714255046284314 2.96532311553902
1 0.49132393537685 3.92812110454712
1 1.60584089937994 5.80637075930854
1 3.06425811091747 5.0159055702642
1 0.194720801358422 5.9487479215078
1 -0.205754416108839 4.77601782611438
1 0.737821992550734 4.87436134598863
1 2.03285104017819 4.77250695333191
1 0.619951129826178 5.4920794281051
1 1.33280534978312 4.31069696247093
1 2.45063035838409 7.04444650205937
1 3.21893403952354 5.02210295160808
1 0.096270089422596 5.09960024090597
1 1.75628571834267 5.83030782765494
1 0.119168391420767 3.46435517984683
1 2.9185970958833 5.46810296015639
1 -0.425292100022281 5.47708550584092
1 2.18902011089741 5.75400576980134
1 0.8169000424017 4.43428945427140
1 -1.22819103758785 4.20365068843918
1 -1.13407027176686 6.69178310789598
1 0.93838002905719 5.32300355239402
1 -0.74157216990767 2.64742000831353
1 -0.614852460983438 6.0182128083083
1 -2.13351591466541 2.02091283398270
1 0.53388098286797 5.66158600662106
1 2.39456665524561 4.01475930529068
1 -0.731369585713857 4.04914629013601
1 -0.705753080929878 4.40696557590467
1 0.716439097853376 4.49535313326149
1 0.846114622734724 5.18340662889662
1 -0.328220013076726 5.28777509081025
1 -0.127798902197741 5.42348282263636
1 2.47248955947439 5.52326315398497
1 1.40787128833900 4.91432570686164
1 2.20938522971752 4.86133061838223
1 -3.84437643616808 4.21652490164178
1 2.33835446898440 4.5501205573373
1 3.63911122941431 5.56148344946572
1 3.46587049778823 6.50434804127467
1 1.63011867942565 5.19550668173967
1 0.206843488542892 4.30576175106999
1 1.47450556828021 4.75738389910834
1 1.02106664879077 4.12527421917917
1 -1.58205969582823 4.34571640305210
1 1.46206212760955 5.326506149562
1 3.14312191369756 5.99426124765477
1 2.69787764204802 6.79059159454841
1 1.85907455901138 3.65666152083089
1 1.73911097544990 5.17950146338117
1 1.99952372702624 5.55239225195816
1 1.64305637535562 3.10093403452242
1 1.00306657132680 4.2417725863216
1 0.994880850262275 4.51156854286803
1 3.30567322900684 5.33434632783054
1 1.27989108028303 5.07258645913512
1 2.36037744615337 5.43241579024565
1 -0.605022945695994 4.46101059569770
1 1.66851483069875 5.6881157581128
1 -0.0381464776578313 5.56084580779434
1 0.668550110386155 5.81161422633276
1 1.13656582652277 5.02586465662764
1 -1.10569547342344 4.71805704131916
1 1.12243911450616 5.04145104747534
1 0.167857125452043 4.41811918149112
1 1.04469196595908 3.67540501081293
1 0.542614989174531 5.10815928029359
1 1.91839237616135 4.70492693519835
1 2.19726889849027 4.20996566409407
1 2.85277425302716 5.27365017723064
1 -0.284034065469793 4.04231954465932
1 -0.429622506232507 4.39967045049693
1 1.37186603621622 6.28272148881212
1 4.0047909225054 5.17132913889299
1 0.0955951244094064 5.97530357180249
1 1.67340598028986 4.83413540271046
1 0.371352147232876 5.32809125749747
1 0.570091745465712 5.49008091109449
1 1.56622102421046 5.18039868933052
1 -1.41605234454318 3.66385202105672
1 1.2505982705548 4.9989273586278
1 0.407131775785968 6.31553552905751
1 -1.57479350853322 4.54523921763204
1 -1.23835157636663 4.9377778968668
1 1.53352653562914 3.5649561041015
1 -2.44767073538329 4.60941370295277
1 -0.719054955490939 4.13246636047685
1 3.94611055386278 4.4402368815691
1 -0.0443902554321782 3.52241473285933
1 3.17172996419273 5.23453397563086
1 2.74890178363163 5.10966948836279
1 1.90968062904997 4.27794363141757
1 -0.254877968288562 4.75618473732141
1 -1.18407074789067 4.51879730119349
1 0.616217315500064 4.40879911852842
1 1.76256904245108 5.53579930528645
1 2.17541361765732 6.834595794604
